Material,Diameter_Inch,Roughness_mm,Pressure_PSI,Flow_LPM,Leaked_Flag
DCIP,12.0,0.26,67.5,6593.4,0
DCIP,12.0,0.26,67.6,6591.5,0
DCIP,12.0,0.26,67.5,6563.1,0
DCIP,12.0,0.26,67.44,6503.7,0
DCIP,12.0,0.26,67.5,6543.6,0
DCIP,12.0,0.26,67.45,6637.7,0
DCIP,12.0,0.26,67.54,6594.6,0
DCIP,12.0,0.26,67.44,6597.0,0
DCIP,12.0,0.26,67.56,6566.8,0
DCIP,12.0,0.26,67.5,6572.4,0
DCIP,12.0,0.26,67.52,6558.8,0
DCIP,12.0,0.26,67.47,6534.9,0
DCIP,12.0,0.26,67.51,6574.6,0
DCIP,12.0,0.26,67.41,6536.7,0
DCIP,12.0,0.26,67.53,6609.8,0
DCIP,12.0,0.26,67.56,6626.3,0
DCIP,12.0,0.26,67.49,6490.4,0
DCIP,12.0,0.26,67.53,6489.8,0
DCIP,12.0,0.26,67.52,6554.2,0
DCIP,12.0,0.26,67.42,6486.6,0
DCIP,12.0,0.26,67.48,6568.9,0
DCIP,12.0,0.26,67.49,6570.4,0
DCIP,12.0,0.26,67.48,6609.3,0
DCIP,12.0,0.26,67.53,6638.3,0
DCIP,12.0,0.26,67.54,6513.3,0
DCIP,12.0,0.26,67.52,6601.0,0
DCIP,12.0,0.26,67.54,6615.8,0
DCIP,12.0,0.26,67.5,6582.6,0
DCIP,12.0,0.26,67.48,6566.3,0
DCIP,12.0,0.26,67.37,6557.1,0
DCIP,12.0,0.26,67.52,6542.0,0
DCIP,12.0,0.26,67.54,6632.2,0
DCIP,12.0,0.26,67.45,6578.4,0
DCIP,12.0,0.26,67.48,6523.5,0
DCIP,12.0,0.26,67.53,6483.4,0
DCIP,12.0,0.26,67.45,6585.9,0
DCIP,12.0,0.26,67.3,6563.4,0
DCIP,12.0,0.26,67.47,6556.9,0
DCIP,12.0,0.26,67.57,6614.2,0
DCIP,12.0,0.26,67.47,6581.5,0
DCIP,12.0,0.26,67.55,6563.1,0
DCIP,12.0,0.26,67.38,6579.7,0
DCIP,12.0,0.26,67.51,6609.8,0
DCIP,12.0,0.26,67.58,6574.6,0
DCIP,12.0,0.26,67.46,6566.1,0
DCIP,12.0,0.26,67.44,6590.9,0
DCIP,12.0,0.26,67.53,6561.8,0
DCIP,12.0,0.26,67.5,6566.2,0
DCIP,12.0,0.26,67.53,6495.6,0
DCIP,12.0,0.26,67.52,6609.3,0
DCIP,12.0,0.26,67.43,6557.1,0
DCIP,12.0,0.26,67.43,6560.4,0
DCIP,12.0,0.26,67.46,6537.2,0
DCIP,12.0,0.26,67.54,6573.6,0
DCIP,12.0,0.26,67.53,6552.9,0
DCIP,12.0,0.26,67.5,6538.9,0
DCIP,12.0,0.26,67.42,6546.4,0
DCIP,12.0,0.26,67.5,6526.5,0
DCIP,12.0,0.26,67.55,6552.1,0
DCIP,12.0,0.26,67.59,6615.3,0
DCIP,12.0,0.26,67.52,6528.1,0
DCIP,12.0,0.26,67.51,6557.3,0
DCIP,12.0,0.26,67.49,6574.2,0
DCIP,12.0,0.26,67.52,6590.4,0
DCIP,12.0,0.26,67.6,6550.5,0
DCIP,12.0,0.26,67.47,6575.4,0
DCIP,12.0,0.26,67.5,6535.2,0
DCIP,12.0,0.26,67.38,6585.4,0
DCIP,12.0,0.26,67.46,6556.6,0
DCIP,12.0,0.26,67.53,6581.0,0
DCIP,12.0,0.26,67.45,6582.0,0
DCIP,12.0,0.26,67.34,6547.7,0
DCIP,12.0,0.26,67.55,6556.9,0
DCIP,12.0,0.26,67.51,6555.8,0
DCIP,12.0,0.26,67.53,6581.9,0
DCIP,12.0,0.26,67.55,6561.4,0
DCIP,12.0,0.26,67.52,6569.4,0
DCIP,12.0,0.26,67.48,6486.6,0
DCIP,12.0,0.26,67.49,6558.1,0
DCIP,12.0,0.26,67.53,6609.1,0
DCIP,12.0,0.26,67.51,6549.6,0
DCIP,12.0,0.26,67.52,6599.9,0
DCIP,12.0,0.26,67.6,6628.2,0
DCIP,12.0,0.26,67.41,6546.5,0
DCIP,12.0,0.26,67.48,6594.2,0
DCIP,12.0,0.26,67.5,6604.7,0
DCIP,12.0,0.26,67.4,6536.1,0
DCIP,12.0,0.26,67.5,6575.9,0
DCIP,12.0,0.26,67.58,6552.8,0
DCIP,12.0,0.26,67.5,6568.3,0
DCIP,12.0,0.26,67.5,6617.9,0
DCIP,12.0,0.26,67.54,6556.3,0
DCIP,12.0,0.26,67.55,6605.4,0
DCIP,12.0,0.26,67.5,6556.5,0
DCIP,12.0,0.26,67.53,6568.1,0
DCIP,12.0,0.26,67.47,6631.3,0
DCIP,12.0,0.26,67.51,6603.2,0
DCIP,12.0,0.26,67.56,6610.3,0
DCIP,12.0,0.26,67.49,6529.4,0
DCIP,12.0,0.26,67.53,6514.1,0
DCIP,12.0,0.26,67.49,6562.8,0
DCIP,12.0,0.26,67.51,6594.0,0
DCIP,12.0,0.26,67.37,6529.6,0
DCIP,12.0,0.26,67.45,6588.4,0
DCIP,12.0,0.26,67.59,6623.5,0
DCIP,12.0,0.26,67.55,6570.4,0
DCIP,12.0,0.26,67.59,6578.7,0
DCIP,12.0,0.26,67.55,6566.8,0
DCIP,12.0,0.26,67.5,6584.0,0
DCIP,12.0,0.26,67.6,6571.1,0
DCIP,12.0,0.26,67.63,6524.8,0
DCIP,12.0,0.26,67.54,6564.8,0
DCIP,12.0,0.26,67.44,6519.0,0
DCIP,12.0,0.26,67.45,6550.3,0
DCIP,12.0,0.26,67.45,6602.5,0
DCIP,12.0,0.26,67.52,6611.0,0
DCIP,12.0,0.26,67.55,6534.8,0
DCIP,12.0,0.26,67.52,6551.7,0
DCIP,12.0,0.26,67.47,6586.7,0
DCIP,12.0,0.26,67.47,6567.4,0
DCIP,12.0,0.26,67.48,6565.0,0
DCIP,12.0,0.26,67.42,6548.3,0
DCIP,12.0,0.26,67.52,6586.8,0
DCIP,12.0,0.26,67.59,6481.1,0
DCIP,12.0,0.26,67.54,6550.9,0
DCIP,12.0,0.26,67.51,6594.0,0
DCIP,12.0,0.26,67.46,6539.6,0
DCIP,12.0,0.26,67.45,6549.8,0
DCIP,12.0,0.26,67.47,6547.4,0
DCIP,12.0,0.26,67.48,6517.4,0
DCIP,12.0,0.26,67.53,6613.8,0
DCIP,12.0,0.26,67.53,6563.2,0
DCIP,12.0,0.26,67.5,6584.0,0
DCIP,12.0,0.26,67.55,6616.7,0
DCIP,12.0,0.26,67.5,6595.7,0
DCIP,12.0,0.26,67.42,6549.1,0
DCIP,12.0,0.26,67.57,6593.0,0
DCIP,12.0,0.26,67.52,6593.0,0
DCIP,12.0,0.26,67.53,6576.8,0
DCIP,12.0,0.26,67.47,6644.0,0
DCIP,12.0,0.26,67.51,6558.8,0
DCIP,12.0,0.26,67.46,6528.1,0
DCIP,12.0,0.26,67.51,6585.2,0
DCIP,12.0,0.26,67.51,6594.3,0
DCIP,12.0,0.26,67.43,6567.0,0
DCIP,12.0,0.26,67.48,6549.9,0
DCIP,12.0,0.26,67.47,6625.5,0
DCIP,12.0,0.26,67.42,6611.8,0
DCIP,12.0,0.26,67.55,6572.5,0
DCIP,12.0,0.26,67.49,6557.1,0
DCIP,12.0,0.26,67.45,6560.1,0
DCIP,12.0,0.26,67.48,6515.8,0
DCIP,12.0,0.26,67.43,6571.5,0
DCIP,12.0,0.26,67.44,6506.4,0
DCIP,12.0,0.26,67.56,6564.5,0
DCIP,12.0,0.26,67.48,6576.5,0
DCIP,12.0,0.26,67.55,6575.0,0
DCIP,12.0,0.26,67.42,6570.2,0
DCIP,12.0,0.26,67.49,6558.7,0
DCIP,12.0,0.26,67.52,6591.0,0
DCIP,12.0,0.26,67.57,6502.0,0
DCIP,12.0,0.26,67.48,6537.3,0
DCIP,12.0,0.26,67.49,6553.7,0
DCIP,12.0,0.26,67.52,6489.5,0
DCIP,12.0,0.26,67.56,6555.5,0
DCIP,12.0,0.26,67.47,6568.9,0
DCIP,12.0,0.26,67.48,6555.2,0
DCIP,12.0,0.26,67.54,6583.5,0
DCIP,12.0,0.26,67.52,6548.7,0
DCIP,12.0,0.26,67.51,6590.0,0
DCIP,12.0,0.26,67.53,6558.5,0
DCIP,12.0,0.26,67.48,6597.6,0
DCIP,12.0,0.26,67.61,6569.8,0
DCIP,12.0,0.26,67.46,6587.6,0
DCIP,12.0,0.26,67.47,6539.6,0
DCIP,12.0,0.26,67.54,6529.0,0
DCIP,12.0,0.26,67.5,6590.2,0
DCIP,12.0,0.26,67.52,6631.5,0
DCIP,12.0,0.26,67.49,6570.2,0
DCIP,12.0,0.26,67.44,6580.2,0
DCIP,12.0,0.26,67.44,6542.9,0
DCIP,12.0,0.26,67.52,6527.3,0
DCIP,12.0,0.26,67.39,6539.1,0
DCIP,12.0,0.26,67.55,6554.7,0
DCIP,12.0,0.26,67.57,6556.3,0
DCIP,12.0,0.26,67.41,6568.1,0
DCIP,12.0,0.26,67.52,6647.1,0
DCIP,12.0,0.26,67.5,6584.4,0
DCIP,12.0,0.26,67.37,6566.9,0
DCIP,12.0,0.26,67.5,6525.1,0
DCIP,12.0,0.26,67.52,6501.2,0
DCIP,12.0,0.26,67.52,6554.8,0
DCIP,12.0,0.26,67.53,6555.7,0
DCIP,12.0,0.26,67.48,6577.9,0
DCIP,12.0,0.26,67.45,6555.9,0
DCIP,12.0,0.26,67.59,6527.9,0
DCIP,12.0,0.26,67.4,6557.0,0
DCIP,12.0,0.26,67.51,6529.4,0
DCIP,12.0,0.26,67.53,6628.5,0
DCIP,12.0,0.26,67.47,6548.7,0
DCIP,12.0,0.26,67.46,6527.3,0
DCIP,12.0,0.26,67.59,6516.9,0
DCIP,12.0,0.26,67.51,6582.1,0
DCIP,12.0,0.26,67.46,6539.2,0
DCIP,12.0,0.26,67.42,6569.7,0
DCIP,12.0,0.26,67.54,6617.4,0
DCIP,12.0,0.26,67.5,6602.5,0
DCIP,12.0,0.26,67.48,6600.1,0
DCIP,12.0,0.26,67.47,6515.8,0
DCIP,12.0,0.26,67.36,6559.1,0
DCIP,12.0,0.26,67.54,6552.3,0
DCIP,12.0,0.26,67.52,6580.0,0
DCIP,12.0,0.26,67.53,6615.2,0
DCIP,12.0,0.26,67.49,6487.6,0
DCIP,12.0,0.26,67.54,6620.7,0
DCIP,12.0,0.26,67.53,6571.2,0
DCIP,12.0,0.26,67.55,6590.7,0
DCIP,12.0,0.26,67.5,6599.0,0
DCIP,12.0,0.26,67.49,6561.7,0
DCIP,12.0,0.26,67.51,6538.4,0
DCIP,12.0,0.26,67.46,6532.3,0
DCIP,12.0,0.26,67.39,6656.6,0
DCIP,12.0,0.26,67.55,6519.1,0
DCIP,12.0,0.26,67.46,6552.9,0
DCIP,12.0,0.26,67.48,6605.0,0
DCIP,12.0,0.26,67.54,6608.7,0
DCIP,12.0,0.26,67.47,6635.9,0
DCIP,12.0,0.26,67.54,6534.4,0
DCIP,12.0,0.26,67.41,6602.3,0
DCIP,12.0,0.26,67.37,6671.7,0
DCIP,12.0,0.26,67.43,6730.9,0
DCIP,12.0,0.26,67.56,6475.7,0
DCIP,12.0,0.26,67.45,6571.6,0
DCIP,12.0,0.26,67.61,6484.0,0
DCIP,12.0,0.26,67.48,6574.9,0
DCIP,12.0,0.26,67.59,6540.7,0
DCIP,12.0,0.26,67.62,6536.4,0
DCIP,12.0,0.26,67.52,6523.2,0
DCIP,12.0,0.26,67.77,6692.8,0
DCIP,12.0,0.26,67.62,6565.8,0
DCIP,12.0,0.26,67.57,6539.5,0
DCIP,12.0,0.26,67.51,6510.4,0
DCIP,12.0,0.26,67.46,6476.8,0
DCIP,12.0,0.26,67.55,6474.9,0
DCIP,12.0,0.26,67.4,6569.8,0
DCIP,12.0,0.26,67.47,6629.9,0
DCIP,12.0,0.26,67.56,6451.2,0
DCIP,12.0,0.26,67.36,6498.9,0
DCIP,12.0,0.26,67.6,6467.1,0
DCIP,12.0,0.26,67.62,6503.5,0
DCIP,12.0,0.26,67.5,6541.1,0
DCIP,12.0,0.26,67.62,6624.0,0
DCIP,12.0,0.26,67.55,6659.0,0
DCIP,12.0,0.26,67.4,6496.3,0
DCIP,12.0,0.26,67.6,6600.2,0
DCIP,12.0,0.26,67.49,6601.8,0
DCIP,12.0,0.26,67.53,6573.8,0
DCIP,12.0,0.26,67.55,6553.2,0
DCIP,12.0,0.26,67.53,6547.4,0
DCIP,12.0,0.26,67.37,6557.3,0
DCIP,12.0,0.26,67.51,6478.3,0
DCIP,12.0,0.26,67.41,6595.0,0
DCIP,12.0,0.26,67.55,6627.6,0
DCIP,12.0,0.26,67.63,6589.4,0
DCIP,12.0,0.26,67.58,6574.2,0
DCIP,12.0,0.26,67.33,6596.0,0
DCIP,12.0,0.26,67.46,6690.9,0
DCIP,12.0,0.26,67.75,6588.8,0
DCIP,12.0,0.26,67.62,6562.6,0
DCIP,12.0,0.26,67.53,6643.1,0
DCIP,12.0,0.26,67.76,6598.8,0
DCIP,12.0,0.26,67.49,6382.7,0
DCIP,12.0,0.26,67.43,6656.0,0
DCIP,12.0,0.26,67.37,6453.4,0
DCIP,12.0,0.26,67.6,6524.4,0
DCIP,12.0,0.26,67.53,6687.9,0
DCIP,12.0,0.26,67.59,6659.8,0
DCIP,12.0,0.26,67.35,6568.6,0
DCIP,12.0,0.26,67.47,6592.6,0
DCIP,12.0,0.26,67.52,6559.6,0
DCIP,12.0,0.26,67.36,6529.8,0
DCIP,12.0,0.26,67.65,6582.5,0
DCIP,12.0,0.26,67.38,6541.3,0
DCIP,12.0,0.26,67.41,6552.5,0
DCIP,12.0,0.26,67.49,6500.5,0
DCIP,12.0,0.26,67.67,6537.0,0
DCIP,12.0,0.26,67.58,6500.8,0
DCIP,12.0,0.26,67.67,6681.7,0
DCIP,12.0,0.26,67.54,6551.3,0
DCIP,12.0,0.26,67.65,6589.9,0
DCIP,12.0,0.26,67.4,6661.4,0
DCIP,12.0,0.26,67.69,6557.6,0
DCIP,12.0,0.26,67.49,6541.1,0
DCIP,12.0,0.26,67.43,6565.8,0
DCIP,12.0,0.26,67.47,6551.8,0
DCIP,12.0,0.26,67.5,6695.2,0
DCIP,12.0,0.26,67.47,6508.5,0
DCIP,12.0,0.26,67.41,6590.5,0
DCIP,12.0,0.26,67.42,6462.4,0
DCIP,12.0,0.26,67.56,6793.6,0
DCIP,12.0,0.26,67.51,6619.9,0
DCIP,12.0,0.26,67.69,6616.2,0
DCIP,12.0,0.26,67.5,6559.2,0
DCIP,12.0,0.26,67.39,6440.5,0
DCIP,12.0,0.26,67.5,6520.2,0
DCIP,12.0,0.26,67.4,6708.4,0
DCIP,12.0,0.26,67.59,6622.2,0
DCIP,12.0,0.26,67.38,6627.0,0
DCIP,12.0,0.26,67.62,6566.8,0
DCIP,12.0,0.26,67.5,6577.8,0
DCIP,12.0,0.26,67.55,6550.6,0
DCIP,12.0,0.26,67.44,6502.8,0
DCIP,12.0,0.26,67.52,6582.3,0
DCIP,12.0,0.26,67.31,6506.5,0
DCIP,12.0,0.26,67.56,6652.7,0
DCIP,12.0,0.26,67.62,6685.7,0
DCIP,12.0,0.26,67.49,6413.8,0
DCIP,12.0,0.26,67.56,6412.7,0
DCIP,12.0,0.26,67.54,6541.4,0
DCIP,12.0,0.26,67.35,6406.3,0
DCIP,12.0,0.26,67.45,6570.9,0
DCIP,12.0,0.26,67.47,6573.9,0
DCIP,12.0,0.26,67.47,6651.7,0
DCIP,12.0,0.26,67.57,6709.6,0
DCIP,12.0,0.26,67.58,6459.6,0
DCIP,12.0,0.26,67.54,6635.2,0
DCIP,12.0,0.26,67.58,6664.7,0
DCIP,12.0,0.26,67.49,6598.3,0
DCIP,12.0,0.26,67.45,6565.7,0
DCIP,12.0,0.26,67.25,6547.4,0
DCIP,12.0,0.26,67.53,6517.1,0
DCIP,12.0,0.26,67.59,6697.4,0
DCIP,12.0,0.26,67.41,6589.9,0
DCIP,12.0,0.26,67.46,6480.1,0
DCIP,12.0,0.26,67.57,6399.9,0
DCIP,12.0,0.26,67.4,6604.8,0
DCIP,12.0,0.26,67.11,6559.8,0
DCIP,12.0,0.26,67.44,6547.0,0
DCIP,12.0,0.26,67.64,6661.4,0
DCIP,12.0,0.26,67.44,6596.0,0
DCIP,12.0,0.26,67.6,6559.3,0
DCIP,12.0,0.26,67.26,6592.4,0
DCIP,12.0,0.26,67.52,6652.6,0
DCIP,12.0,0.26,67.65,6582.2,0
DCIP,12.0,0.26,67.41,6565.3,0
DCIP,12.0,0.26,67.39,6614.8,0
DCIP,12.0,0.26,67.56,6556.6,0
DCIP,12.0,0.26,67.49,6565.6,0
DCIP,12.0,0.26,67.56,6424.2,0
DCIP,12.0,0.26,67.54,6651.7,0
DCIP,12.0,0.26,67.36,6547.3,0
DCIP,12.0,0.26,67.37,6553.9,0
DCIP,12.0,0.26,67.42,6507.6,0
DCIP,12.0,0.26,67.58,6580.3,0
DCIP,12.0,0.26,67.57,6538.8,0
DCIP,12.0,0.26,67.5,6511.0,0
DCIP,12.0,0.26,67.35,6525.9,0
DCIP,12.0,0.26,67.49,6486.0,0
DCIP,12.0,0.26,67.61,6537.2,0
DCIP,12.0,0.26,67.67,6663.8,0
DCIP,12.0,0.26,67.53,6489.3,0
DCIP,12.0,0.26,67.51,6547.7,0
DCIP,12.0,0.26,67.48,6581.5,0
DCIP,12.0,0.26,67.54,6614.0,0
DCIP,12.0,0.26,67.69,6534.0,0
DCIP,12.0,0.26,67.43,6583.8,0
DCIP,12.0,0.26,67.51,6503.4,0
DCIP,12.0,0.26,67.27,6603.8,0
DCIP,12.0,0.26,67.42,6546.3,0
DCIP,12.0,0.26,67.57,6595.1,0
DCIP,12.0,0.26,67.4,6597.0,0
DCIP,12.0,0.26,67.17,6528.5,0
DCIP,12.0,0.26,67.6,6546.9,0
DCIP,12.0,0.26,67.51,6544.7,0
DCIP,12.0,0.26,67.55,6596.9,0
DCIP,12.0,0.26,67.61,6555.9,0
DCIP,12.0,0.26,67.55,6571.9,0
DCIP,12.0,0.26,67.46,6406.3,0
DCIP,12.0,0.26,67.49,6549.3,0
DCIP,12.0,0.26,67.55,6651.2,0
DCIP,12.0,0.26,67.51,6532.4,0
DCIP,12.0,0.26,67.54,6632.9,0
DCIP,12.0,0.26,67.71,6689.6,0
DCIP,12.0,0.26,67.32,6526.1,0
DCIP,12.0,0.26,67.47,6621.5,0
DCIP,12.0,0.26,67.5,6642.5,0
DCIP,12.0,0.26,67.3,6505.4,0
DCIP,12.0,0.26,67.5,6584.8,0
DCIP,12.0,0.26,67.66,6538.7,0
DCIP,12.0,0.26,67.5,6569.7,0
DCIP,12.0,0.26,67.5,6668.9,0
DCIP,12.0,0.26,67.58,6545.6,0
DCIP,12.0,0.26,67.6,6643.9,0
DCIP,12.0,0.26,67.51,6546.1,0
DCIP,12.0,0.26,67.55,6569.2,0
DCIP,12.0,0.26,67.45,6695.5,0
DCIP,12.0,0.26,67.52,6639.5,0
DCIP,12.0,0.26,67.63,6653.6,0
DCIP,12.0,0.26,67.48,6491.9,0
DCIP,12.0,0.26,67.55,6461.2,0
DCIP,12.0,0.26,67.48,6558.6,0
DCIP,12.0,0.26,67.53,6621.0,0
DCIP,12.0,0.26,67.23,6492.2,0
DCIP,12.0,0.26,67.41,6609.9,0
DCIP,12.0,0.26,67.67,6680.2,0
DCIP,12.0,0.26,67.6,6573.8,0
DCIP,12.0,0.26,67.67,6590.5,0
DCIP,12.0,0.26,67.59,6566.7,0
DCIP,12.0,0.26,67.51,6601.0,0
DCIP,12.0,0.26,67.69,6575.2,0
DCIP,12.0,0.26,67.75,6482.5,0
DCIP,12.0,0.26,67.58,6562.8,0
DCIP,12.0,0.26,67.38,6471.2,0
DCIP,12.0,0.26,67.39,6533.6,0
DCIP,12.0,0.26,67.4,6638.1,0
DCIP,12.0,0.26,67.55,6655.2,0
DCIP,12.0,0.26,67.61,6502.5,0
DCIP,12.0,0.26,67.54,6536.5,0
DCIP,12.0,0.26,67.45,6606.5,0
DCIP,12.0,0.26,67.44,6568.0,0
DCIP,12.0,0.26,67.47,6563.0,0
DCIP,12.0,0.26,67.35,6529.7,0
DCIP,12.0,0.26,67.53,6606.7,0
DCIP,12.0,0.26,67.68,6395.1,0
DCIP,12.0,0.26,67.59,6534.8,0
DCIP,12.0,0.26,67.53,6621.1,0
DCIP,12.0,0.26,67.43,6512.3,0
DCIP,12.0,0.26,67.39,6532.8,0
DCIP,12.0,0.26,67.45,6527.8,0
DCIP,12.0,0.26,67.46,6467.8,0
DCIP,12.0,0.26,67.55,6660.8,0
DCIP,12.0,0.26,67.57,6559.5,0
DCIP,12.0,0.26,67.51,6601.2,0
DCIP,12.0,0.26,67.61,6666.4,0
DCIP,12.0,0.26,67.51,6624.4,0
DCIP,12.0,0.26,67.35,6531.2,0
DCIP,12.0,0.26,67.65,6619.0,0
DCIP,12.0,0.26,67.54,6619.1,0
DCIP,12.0,0.26,67.57,6586.7,0
DCIP,12.0,0.26,67.44,6721.0,0
DCIP,12.0,0.26,67.52,6550.6,0
DCIP,12.0,0.26,67.42,6489.4,0
DCIP,12.0,0.26,67.51,6603.5,0
DCIP,12.0,0.26,67.53,6621.8,0
DCIP,12.0,0.26,67.35,6567.1,0
DCIP,12.0,0.26,67.46,6532.8,0
DCIP,12.0,0.26,67.44,6684.0,0
DCIP,12.0,0.26,67.33,6656.5,0
DCIP,12.0,0.26,67.6,6578.1,0
DCIP,12.0,0.26,67.47,6547.2,0
DCIP,12.0,0.26,67.39,6553.3,0
DCIP,12.0,0.26,67.46,6464.7,0
DCIP,12.0,0.26,67.37,6576.1,0
DCIP,12.0,0.26,67.38,6445.9,0
DCIP,12.0,0.26,67.61,6562.0,0
DCIP,12.0,0.26,67.46,6586.1,0
DCIP,12.0,0.26,67.59,6583.1,0
DCIP,12.0,0.26,67.34,6573.5,0
DCIP,12.0,0.26,67.48,6550.4,0
DCIP,12.0,0.26,67.53,6615.1,0
DCIP,12.0,0.26,67.63,6436.9,0
DCIP,12.0,0.26,67.46,6507.7,0
DCIP,12.0,0.26,67.48,6540.4,0
DCIP,12.0,0.26,67.54,6412.0,0
DCIP,12.0,0.26,67.62,6544.1,0
DCIP,12.0,0.26,67.45,6570.8,0
DCIP,12.0,0.26,67.46,6543.4,0
DCIP,12.0,0.26,67.58,6600.2,0
DCIP,12.0,0.26,67.54,6530.5,0
DCIP,12.0,0.26,67.51,6613.1,0
DCIP,12.0,0.26,67.56,6550.1,0
DCIP,12.0,0.26,67.47,6628.2,0
DCIP,12.0,0.26,67.72,6572.6,0
DCIP,12.0,0.26,67.42,6608.2,0
DCIP,12.0,0.26,67.44,6512.3,0
DCIP,12.0,0.26,67.58,6491.0,0
DCIP,12.0,0.26,67.49,6613.6,0
DCIP,12.0,0.26,67.54,6696.1,0
DCIP,12.0,0.26,67.48,6573.4,0
DCIP,12.0,0.26,67.37,6593.5,0
DCIP,12.0,0.26,67.38,6519.0,0
DCIP,12.0,0.26,67.54,6487.7,0
DCIP,12.0,0.26,67.27,6511.2,0
DCIP,12.0,0.26,67.6,6542.6,0
DCIP,12.0,0.26,67.65,6545.7,0
DCIP,12.0,0.26,67.32,6569.3,0
DCIP,12.0,0.26,67.55,6727.4,0
DCIP,12.0,0.26,67.5,6601.8,0
DCIP,12.0,0.26,67.23,6566.9,0
DCIP,12.0,0.26,67.51,6483.2,0
DCIP,12.0,0.26,67.53,6435.4,0
DCIP,12.0,0.26,67.55,6542.7,0
DCIP,12.0,0.26,67.55,6544.5,0
DCIP,12.0,0.26,67.47,6588.9,0
DCIP,12.0,0.26,67.4,6544.8,0
DCIP,12.0,0.26,67.67,6488.9,0
DCIP,12.0,0.26,67.3,6547.1,0
DCIP,12.0,0.26,67.53,6491.9,0
DCIP,12.0,0.26,67.56,6690.0,0
DCIP,12.0,0.26,67.45,6530.4,0
DCIP,12.0,0.26,67.41,6487.8,0
DCIP,12.0,0.26,67.68,6466.8,0
DCIP,12.0,0.26,67.51,6597.3,0
DCIP,12.0,0.26,67.42,6511.5,0
DCIP,12.0,0.26,67.34,6572.4,0
DCIP,12.0,0.26,67.58,6667.8,0
DCIP,12.0,0.26,67.49,6638.1,0
DCIP,12.0,0.26,67.47,6633.2,0
DCIP,12.0,0.26,67.44,6464.6,0
DCIP,12.0,0.26,67.22,6551.3,0
DCIP,12.0,0.26,67.58,6537.6,0
DCIP,12.0,0.26,67.53,6593.0,0
DCIP,12.0,0.26,67.57,6663.5,0
DCIP,12.0,0.26,67.49,6408.2,0
DCIP,12.0,0.26,67.57,6674.6,0
DCIP,12.0,0.26,67.57,6575.4,0
DCIP,12.0,0.26,67.59,6614.6,0
DCIP,12.0,0.26,67.5,6631.1,0
DCIP,12.0,0.26,67.49,6556.5,0
DCIP,12.0,0.26,67.52,6509.9,0
DCIP,12.0,0.26,67.43,6497.6,0
DCIP,12.0,0.26,67.29,6746.1,0
DCIP,12.0,0.26,67.6,6471.3,0
DCIP,12.0,0.26,67.42,6538.9,0
DCIP,12.0,0.26,67.46,6643.0,0
DCIP,12.0,0.26,67.58,6650.4,0
DCIP,12.0,0.26,67.45,6704.9,0
DCIP,12.0,0.26,67.57,6501.8,0
DCIP,12.0,0.26,67.31,6637.7,0
DCIP,12.0,0.26,66.84,7088.5,0
DCIP,12.0,0.26,67.14,7385.1,0
DCIP,12.0,0.26,67.81,6110.0,0
DCIP,12.0,0.26,67.23,6590.0,0
DCIP,12.0,0.26,68.04,6150.7,0
DCIP,12.0,0.26,67.41,6606.8,0
DCIP,12.0,0.26,67.95,6435.6,0
DCIP,12.0,0.26,68.09,6413.5,0
DCIP,12.0,0.26,67.58,6348.4,0
DCIP,12.0,0.26,68.84,7200.4,0
DCIP,12.0,0.26,68.09,6561.1,0
DCIP,12.0,0.26,67.86,6429.5,0
DCIP,12.0,0.26,67.56,6283.9,0
DCIP,12.0,0.26,67.32,6116.6,0
DCIP,12.0,0.26,67.73,6106.1,0
DCIP,12.0,0.26,67.02,6581.0,0
DCIP,12.0,0.26,67.36,6881.6,0
DCIP,12.0,0.26,67.8,5987.1,0
DCIP,12.0,0.26,66.78,6228.2,0
DCIP,12.0,0.26,68.0,6066.1,0
DCIP,12.0,0.26,68.11,6248.6,0
DCIP,12.0,0.26,67.52,6438.0,0
DCIP,12.0,0.26,68.09,6852.9,0
DCIP,12.0,0.26,67.76,7027.9,0
DCIP,12.0,0.26,67.01,6214.6,0
DCIP,12.0,0.26,67.99,6733.4,0
DCIP,12.0,0.26,67.43,6741.2,0
DCIP,12.0,0.26,67.66,6601.1,0
DCIP,12.0,0.26,67.73,6498.4,0
DCIP,12.0,0.26,67.66,6469.3,0
DCIP,12.0,0.26,66.87,6519.0,0
DCIP,12.0,0.26,67.53,6123.9,0
DCIP,12.0,0.26,67.04,6707.0,0
DCIP,12.0,0.26,67.73,6870.9,0
DCIP,12.0,0.26,68.15,6679.7,0
DCIP,12.0,0.26,67.9,6603.1,0
DCIP,12.0,0.26,66.66,6711.4,0
DCIP,12.0,0.26,67.29,7186.1,0
DCIP,12.0,0.26,68.73,6676.4,0
DCIP,12.0,0.26,68.12,6545.0,0
DCIP,12.0,0.26,67.67,6948.1,0
DCIP,12.0,0.26,68.8,6726.6,0
DCIP,12.0,0.26,67.44,5646.2,0
DCIP,12.0,0.26,67.17,7011.5,0
DCIP,12.0,0.26,66.87,6001.3,0
DCIP,12.0,0.26,67.99,6353.5,0
DCIP,12.0,0.26,67.63,7172.3,0
DCIP,12.0,0.26,67.94,7032.3,0
DCIP,12.0,0.26,66.77,6575.0,0
DCIP,12.0,0.26,67.35,6694.9,0
DCIP,12.0,0.26,67.62,6530.0,0
DCIP,12.0,0.26,66.78,6382.0,0
